,,x1,x2,a,t,y,y_obs
train,11482,0.05285543075791674,0.4166380173095391,1.0,0.0,1.0,0.0
train,11483,0.5936859030581969,0.32247442236423507,1.0,0.0,1.0,0.0
train,11484,0.125057601238069,-0.040851900074538317,1.0,0.0,0.0,0.0
train,11485,-0.1021220526366417,0.07423499422087748,1.0,0.0,0.0,0.0
train,11486,0.33518890555824815,0.31379843538848107,1.0,0.0,0.0,0.0
train,11487,0.08502359940280854,-0.05178063842300973,1.0,0.0,0.0,0.0
train,11488,0.30615401398926295,0.5035056053817144,1.0,0.0,0.0,0.0
train,11489,0.5259688598172622,0.27861896190114677,1.0,1.0,1.0,1.0
train,11490,0.3432330807156751,0.1098616539280568,1.0,0.0,1.0,0.0
train,11491,0.39656985788936894,0.18755049337561608,1.0,0.0,0.0,0.0
train,11492,0.19160088670918407,0.04801495703636732,1.0,0.0,0.0,0.0
train,11493,0.20406134709385582,0.3722769552620706,1.0,0.0,0.0,0.0
train,11494,0.4421010092546973,0.4984247255293852,1.0,0.0,0.0,0.0
train,11495,0.33088277308505654,0.3001695585687416,1.0,0.0,0.0,0.0
train,11496,0.05451300186708008,0.13964827509211464,1.0,0.0,0.0,0.0
train,11497,0.624172913364117,0.34443336116005974,1.0,1.0,1.0,1.0
train,11498,0.4535449034000689,-0.15005404917532356,1.0,1.0,0.0,0.0
train,11499,0.4596685024673688,0.47194857626369424,1.0,0.0,0.0,0.0
train,11500,0.42414724212892946,0.4768521239327873,1.0,0.0,0.0,0.0
train,11501,0.07999859533489839,0.4337812359580547,1.0,0.0,1.0,0.0
train,11502,0.5930247581180902,0.4121018519891365,1.0,0.0,0.0,0.0
train,11503,0.3800636016987243,0.1391632503090851,1.0,0.0,0.0,0.0
train,11504,0.07162622193431506,0.29395898916523966,1.0,0.0,0.0,0.0
train,11505,0.40486271244287053,0.5492936712163214,1.0,0.0,1.0,0.0
train,11506,0.2658871377935301,-0.04310926532487325,1.0,1.0,1.0,1.0
train,11507,0.2231083509279676,0.5604954000071046,1.0,0.0,1.0,0.0
train,11508,0.17663749962788122,0.32792843603977573,1.0,0.0,0.0,0.0
train,11509,0.6685091059132626,0.4655300222054902,1.0,0.0,1.0,0.0
train,11510,0.0953138098061859,0.1654225790458493,1.0,0.0,0.0,0.0
train,11511,0.09507708018698682,0.3725165918693467,1.0,0.0,0.0,0.0
train,11512,0.4759184458047408,-0.09846412973077456,1.0,1.0,0.0,0.0
train,11513,0.3070409643587546,0.4250432301610177,1.0,0.0,0.0,0.0
train,11514,0.4479665911723858,0.32018033069657426,1.0,0.0,0.0,0.0
train,11515,0.21342027420628285,-0.0017727412379568985,1.0,1.0,0.0,0.0
train,11516,0.28980003832379436,0.15736334977851663,1.0,0.0,0.0,0.0
train,11517,0.24310123781747595,0.44018245234820014,1.0,0.0,0.0,0.0
train,11518,-0.10233812133349446,0.26666040520800427,1.0,0.0,0.0,0.0
train,11519,0.14617960161192878,0.16763666673235372,1.0,0.0,0.0,0.0
train,11520,0.14433155148026797,0.20406171998794537,1.0,0.0,0.0,0.0
train,11521,0.4023798569467356,0.4703448524066326,1.0,0.0,1.0,0.0
train,11522,0.3155638471254809,0.3859729263821422,1.0,0.0,0.0,0.0
train,11523,0.529499298066392,0.19793910049774482,1.0,1.0,1.0,1.0
train,11524,0.25433510418438854,-0.12568350281276014,1.0,1.0,0.0,0.0
train,11525,0.3226924863403516,0.48143653979485673,1.0,0.0,1.0,0.0
train,11526,0.07181955468485496,0.1049981013451256,1.0,0.0,0.0,0.0
train,11527,0.40669560559309237,0.12097896723112933,1.0,1.0,1.0,1.0
train,11528,0.1694347571650845,0.30991953491390944,1.0,0.0,0.0,0.0
train,11529,-0.06306533638145917,0.15663832626303636,1.0,0.0,0.0,0.0
train,11530,0.468488234155364,0.23307108547931382,1.0,1.0,1.0,1.0
train,11531,0.3341943066078112,0.6272804446102294,1.0,0.0,1.0,0.0
train,11532,0.23998868246291166,0.3125979091921077,1.0,0.0,0.0,0.0
train,11533,0.36388453538188414,0.15630989359563777,1.0,1.0,1.0,1.0
train,11534,0.12427161546070917,0.2980122861886361,1.0,0.0,0.0,0.0
train,11535,0.35668594973467815,0.3518481341391425,1.0,0.0,0.0,0.0
train,11536,0.42867916690579233,0.3494204512185336,1.0,0.0,0.0,0.0
train,11537,0.32324915651568403,0.45103716129415333,1.0,0.0,1.0,0.0
train,11538,0.34364072740837465,0.17601200450845733,1.0,0.0,0.0,0.0
train,11539,0.43293791527798653,-0.01608270863648542,1.0,1.0,1.0,1.0
train,11540,0.6539885468648403,0.4172212689021746,1.0,0.0,1.0,0.0
train,11541,0.17506526980136627,0.5287176933384863,1.0,0.0,1.0,0.0
train,11542,0.2897712919618222,0.42821806019810704,1.0,0.0,0.0,0.0
train,11543,0.20396778862771087,-0.06313347637014594,1.0,0.0,0.0,0.0
train,11544,0.16898294321627993,0.43338214327252944,1.0,0.0,1.0,0.0
train,11545,0.10082733797918148,0.35216919038536465,1.0,0.0,0.0,0.0
train,11546,0.21121131159330525,0.448714209755281,1.0,0.0,0.0,0.0
train,11547,0.10342422546100169,0.09659017019572752,1.0,0.0,0.0,0.0
train,11548,0.35195130560865584,0.17181017408764376,1.0,1.0,0.0,0.0
train,11549,0.5702751156401706,0.6417564960008354,1.0,0.0,1.0,0.0
train,11550,0.08401390248677085,-0.08304697700485675,1.0,0.0,0.0,0.0
train,11551,0.09614162217395142,0.5701269339836186,1.0,0.0,1.0,0.0
train,11552,0.3658459625832008,0.4809738623509383,1.0,0.0,1.0,0.0
train,11553,0.48263274226869834,0.078048829599694,1.0,1.0,1.0,1.0
train,11554,0.1345827223229324,0.42417523357506703,1.0,0.0,0.0,0.0
train,11555,0.6835893779851864,0.21898412074144902,1.0,1.0,1.0,1.0
train,11556,0.16583736596159693,0.35755828743686724,1.0,0.0,0.0,0.0
train,11557,0.3166430308727785,0.09362252239639154,1.0,0.0,0.0,0.0
train,11558,0.3710801925660111,0.22864130828730075,1.0,0.0,1.0,0.0
train,11559,0.22189783046705597,0.359156115839518,1.0,0.0,0.0,0.0
train,11560,0.1924589114974128,0.2590616502518596,1.0,0.0,0.0,0.0
train,11561,0.6066128567955043,0.17586209705985711,1.0,1.0,1.0,1.0
train,11562,0.34829555963091674,0.22637032203382745,1.0,0.0,0.0,0.0
train,11563,0.4264908983476051,0.054611336118402465,1.0,1.0,1.0,1.0
train,11564,0.3600365745552252,0.7027447339720385,1.0,0.0,1.0,0.0
train,11565,0.32112209050996343,0.11678712498200253,1.0,1.0,1.0,1.0
train,11566,0.12773723259220274,0.11330071182051243,1.0,0.0,0.0,0.0
train,11567,0.2885389763003169,0.4940770028495166,1.0,0.0,1.0,0.0
train,11568,0.20015037127910063,0.3760633799382315,1.0,0.0,0.0,0.0
train,11569,0.2159623503164703,0.24266084540531593,1.0,0.0,0.0,0.0
train,11570,0.04549175090191129,0.4946085551107526,1.0,0.0,0.0,0.0
train,11571,0.03560249985593972,0.3574466242114275,1.0,0.0,1.0,0.0
train,11572,0.5109402427828875,0.0631935839327763,1.0,1.0,1.0,1.0
train,11573,0.303970092687014,-0.023192032906054927,1.0,1.0,1.0,1.0
train,11574,0.17926411996184236,0.25205798437209226,1.0,0.0,0.0,0.0
train,11575,0.1621660345080013,0.4465262087500904,1.0,0.0,0.0,0.0
train,11576,0.7388817522492431,0.23389387359357344,1.0,1.0,1.0,1.0
train,11577,0.14721239753351825,0.29385988894607207,1.0,0.0,0.0,0.0
train,11578,0.45834081931812376,0.2625569857707199,1.0,0.0,0.0,0.0
train,11579,0.7094228673103828,0.32474547072957194,1.0,1.0,1.0,1.0
train,11580,0.07253170695518046,0.11041529905394312,1.0,0.0,0.0,0.0
train,11581,0.24597219123479439,0.27481075574855524,1.0,0.0,0.0,0.0
train,11582,0.5162874997282721,0.48348511213485534,1.0,0.0,1.0,0.0
train,11583,0.22817927421392706,0.24232499259472068,1.0,0.0,0.0,0.0
train,11584,0.4437117747864957,0.2645608759590918,1.0,0.0,0.0,0.0
train,11585,-0.078495526128877,0.4833161099701916,1.0,0.0,0.0,0.0
train,11586,0.12405969149644569,0.3420065409048987,1.0,0.0,0.0,0.0
train,11587,0.5496336717382553,0.22398202245900942,1.0,0.0,1.0,0.0
train,11588,0.10221694228383196,0.53438839903034,1.0,0.0,0.0,0.0
train,11589,0.2664951725704622,0.16904983646509114,1.0,0.0,0.0,0.0
train,11590,0.23143743536619937,0.47268240583219456,1.0,0.0,1.0,0.0
train,11591,0.18078612429734425,-0.08930344318444128,1.0,1.0,0.0,0.0
train,11592,0.42798364753375795,0.39253596347334907,1.0,0.0,0.0,0.0
train,11593,0.28118362716458795,0.2339709423169506,1.0,0.0,0.0,0.0
train,11594,-0.04196840719279349,0.19834906008376846,1.0,0.0,0.0,0.0
train,11595,0.4062823743179381,0.2672946399354934,1.0,0.0,0.0,0.0
train,11596,0.2308540235256478,0.008609475155156254,1.0,1.0,0.0,0.0
train,11597,0.19856736731098587,0.28325333978538214,1.0,0.0,0.0,0.0
train,11598,0.5670468123644723,0.35338677861731554,1.0,1.0,0.0,0.0
train,11599,0.08282741754026812,0.5999170522961146,1.0,0.0,1.0,0.0
train,11600,0.21174555317528881,0.09476418602525077,1.0,0.0,0.0,0.0
train,11601,0.4836262844041812,0.32663754080344387,1.0,0.0,0.0,0.0
train,11602,0.06879458806411637,0.03398992987559962,1.0,0.0,0.0,0.0
train,11603,0.2628686235241656,0.5277666539752319,1.0,0.0,1.0,0.0
train,11604,0.1120426373876241,0.6591981593280909,1.0,0.0,1.0,0.0
train,11605,0.3505312693943265,0.7007942083347194,1.0,0.0,1.0,0.0
train,11606,0.46852612801592786,0.40572338642226025,1.0,0.0,1.0,0.0
train,11607,0.2380005139690376,0.17083973482205977,1.0,0.0,0.0,0.0
train,11608,0.529533639159266,0.4011437394698486,1.0,0.0,0.0,0.0
train,11609,0.34006873883574745,0.6405500791180978,1.0,0.0,1.0,0.0
train,11610,0.31438810735069356,0.5484013125763789,1.0,0.0,1.0,0.0
train,11611,0.28863750124255433,0.3312448509438017,1.0,0.0,0.0,0.0
train,11612,0.34519425905882206,0.33112818673195843,1.0,0.0,0.0,0.0
train,11613,0.12482383767971311,0.28598710314898185,1.0,0.0,0.0,0.0
train,11614,0.5189020856044345,0.44033282312276234,1.0,0.0,0.0,0.0
train,11615,0.36346082682692726,0.2627234084825593,1.0,0.0,0.0,0.0
train,11616,0.34938720228886266,0.21671274385929484,1.0,0.0,0.0,0.0
train,11617,0.6435790756517688,0.25980564823768026,1.0,1.0,1.0,1.0
train,11618,0.4416886170840254,0.21213157437628793,1.0,0.0,1.0,0.0
train,11619,0.3076968250796416,0.35957329716496417,1.0,0.0,0.0,0.0
train,11620,0.14267730663637557,0.20462990609673462,1.0,0.0,0.0,0.0
train,11621,0.31597385140144757,0.3298048075448118,1.0,0.0,0.0,0.0
train,11622,0.4313847119030438,0.08734126139657214,1.0,1.0,1.0,1.0
train,11623,-0.15211624399971585,0.22851605852399548,1.0,0.0,0.0,0.0
train,11624,0.3654932379109681,0.6538724682004968,1.0,0.0,1.0,0.0
train,11625,0.626910878293007,0.2711973219371598,1.0,1.0,1.0,1.0
train,11626,0.2554844233161595,0.48428235014171506,1.0,0.0,1.0,0.0
train,11627,0.297468074674626,0.38042616394445783,1.0,0.0,0.0,0.0
train,11628,0.34177107836270343,0.19834960852609163,1.0,0.0,0.0,0.0
train,11629,0.6400304073273553,0.2870794551127229,1.0,1.0,1.0,1.0
train,11630,0.5525977778146012,0.22426878051772736,1.0,1.0,1.0,1.0
train,11631,0.11844629369415222,0.2885857646856311,1.0,0.0,0.0,0.0
train,11632,0.24843106780595295,0.15997632414635002,1.0,0.0,1.0,0.0
train,11633,0.2202716770797028,0.23723327511378334,1.0,0.0,0.0,0.0
train,11634,0.27034141785499866,0.3077716233262343,1.0,0.0,0.0,0.0
train,11635,0.26640496090828525,0.3532564724797498,1.0,0.0,0.0,0.0
train,11636,0.5128681370349821,0.16065463979983075,1.0,1.0,1.0,1.0
train,11637,0.26311886693297926,0.09296549723088993,1.0,1.0,0.0,0.0
train,11638,0.39771449601774467,0.30913370784929506,1.0,0.0,0.0,0.0
train,11639,0.1378839238381379,0.30274659557212885,1.0,0.0,0.0,0.0
train,11640,0.706771151786574,0.3104002368359936,1.0,1.0,1.0,1.0
train,11641,0.559312477790899,0.5240141411095454,1.0,0.0,1.0,0.0
train,11642,0.5410430388628873,0.06671499410462756,1.0,1.0,1.0,1.0
train,11643,0.10283195391191485,0.19072190738660844,1.0,0.0,0.0,0.0
train,11644,0.29455823875568105,0.3232860741045036,1.0,0.0,0.0,0.0
train,11645,0.47526043925116823,-0.2326821739036548,1.0,1.0,0.0,0.0
train,11646,0.2604882622269401,0.14519114509656786,1.0,0.0,0.0,0.0
train,11647,0.32220625958942145,0.30452529344937385,1.0,0.0,0.0,0.0
train,11648,0.5851757130243362,0.3302339484776622,1.0,1.0,1.0,1.0
train,11649,0.45399858472655275,0.49198214106986315,1.0,0.0,0.0,0.0
train,11650,0.3485033723584604,0.14140294157396274,1.0,0.0,0.0,0.0
train,11651,0.7336233836862862,0.2797659864497311,1.0,1.0,1.0,1.0
train,11652,-0.06265551401657526,0.18082767380116202,1.0,0.0,0.0,0.0
train,11653,0.2737698687455692,0.11003511951603848,1.0,0.0,1.0,0.0
train,11654,0.3095695738109108,0.26658761555092103,1.0,0.0,0.0,0.0
train,11655,0.21866852060637396,0.537423960565633,1.0,0.0,1.0,0.0
train,11656,0.07465240835367226,0.1639313787231932,1.0,0.0,0.0,0.0
train,11657,0.44300218940561287,0.1632737939962019,1.0,1.0,1.0,1.0
train,11658,0.2778103697251339,0.4215893590122567,1.0,0.0,0.0,0.0
train,11659,0.11887633992911531,0.3443551830144643,1.0,0.0,0.0,0.0
train,11660,0.129123111066645,0.22193447789153292,1.0,0.0,0.0,0.0
train,11661,-0.20040210145341403,0.4183742313756556,1.0,0.0,1.0,0.0
train,11662,0.3603625522588698,0.5439276385419598,1.0,0.0,1.0,0.0
train,11663,-0.027459135895646414,0.4195406119183174,1.0,0.0,0.0,0.0
train,11664,0.40826890720465847,0.22217007346478806,1.0,0.0,1.0,0.0
train,11665,0.4434022790429028,0.3299174218907803,1.0,0.0,0.0,0.0
train,11666,0.30884032141990453,0.3099217911405005,1.0,0.0,0.0,0.0
train,11667,0.21196016140271923,0.28866260228549495,1.0,0.0,0.0,0.0
train,11668,0.15021108998445223,0.37101114944210273,1.0,0.0,0.0,0.0
train,11669,0.3480790655230972,0.15488542571408556,1.0,0.0,0.0,0.0
train,11670,0.32834624339008966,-0.044028499167710344,1.0,1.0,1.0,1.0
train,11671,0.22238162576374726,0.3877460907436279,1.0,0.0,0.0,0.0
train,11672,0.2026375215151292,0.3466494037803611,1.0,0.0,0.0,0.0
train,11673,0.1951162259897459,0.2523899831941866,1.0,0.0,0.0,0.0
train,11674,0.2473242212756547,0.22893414301331189,1.0,0.0,0.0,0.0
train,11675,0.3021173852490341,0.2906944547006528,1.0,0.0,0.0,0.0
train,11676,0.3898805371158711,0.5704302985106369,1.0,0.0,1.0,0.0
train,11677,0.27171212490186203,0.35066175675211053,1.0,0.0,0.0,0.0
train,11678,0.04201642869197983,0.1413862251703744,1.0,0.0,0.0,0.0
train,11679,0.2191437874063611,-0.16907265332774257,1.0,1.0,0.0,0.0
train,11680,0.2905082974642735,0.6001912331205443,1.0,0.0,1.0,0.0
train,11681,0.3386967085688844,0.4401297835561385,1.0,0.0,0.0,0.0
train,11682,0.20670526429075606,0.17931242353440607,1.0,0.0,0.0,0.0
train,11683,0.18118821970291993,0.5980261850374035,1.0,0.0,1.0,0.0
train,11684,0.17097446912336228,0.20044214438255747,1.0,0.0,0.0,0.0
train,11685,0.5447337627606099,0.5032476828058646,1.0,0.0,0.0,0.0
train,11686,-0.08568273152335992,0.3218644916577388,1.0,0.0,0.0,0.0
train,11687,0.37740975314702213,0.40454555421920413,1.0,0.0,0.0,0.0
train,11688,0.16879583864920444,0.2416227669117886,1.0,0.0,0.0,0.0
train,11689,0.4150793850090183,0.12371592844323756,1.0,1.0,1.0,1.0
train,11690,-0.09245541593306272,0.29123501910007427,1.0,0.0,0.0,0.0
train,11691,0.39755376900630124,-0.171406000586329,1.0,1.0,1.0,1.0
train,11692,0.3364222234721651,0.5152468603902588,1.0,0.0,0.0,0.0
train,11693,0.28597721607509813,0.04076437042966699,1.0,1.0,1.0,1.0
train,11694,0.009429445999539932,0.3518712792840016,1.0,0.0,0.0,0.0
train,11695,0.2024683780855519,0.016918144462831686,1.0,0.0,0.0,0.0
train,11696,0.25133923380396983,0.4006136023901824,1.0,0.0,0.0,0.0
train,11697,0.3350962399321341,0.4958136754137942,1.0,0.0,1.0,0.0
train,11698,0.36429359402541794,0.49625935594766424,1.0,0.0,0.0,0.0
train,11699,0.4764776953767477,0.3073367910988434,1.0,0.0,0.0,0.0
train,11700,0.3385736090884324,0.45045062569494365,1.0,0.0,0.0,0.0
train,11701,0.5938829566385796,-0.11571744338179202,1.0,1.0,0.0,0.0
train,11702,0.4224043399600046,0.22097102353387776,1.0,1.0,1.0,1.0
train,11703,0.5223891771775527,0.11244318556188485,1.0,1.0,0.0,0.0
train,11704,0.017196416432331885,0.34043440935730906,1.0,0.0,0.0,0.0
train,11705,-0.08682603006198997,0.3634325165299617,1.0,0.0,0.0,0.0
train,11706,0.30874977318201585,0.3259893089490502,1.0,0.0,0.0,0.0
train,11707,0.263557302951025,0.11575647809774914,1.0,0.0,0.0,0.0
train,11708,0.30826917878519233,0.24377969871734662,1.0,0.0,0.0,0.0
train,11709,0.5080583774311059,0.26638962953171663,1.0,0.0,1.0,0.0
train,11710,0.10523111016101008,0.34248956843763634,1.0,0.0,0.0,0.0
train,11711,0.23785175229572647,0.2952643762544924,1.0,0.0,0.0,0.0
train,11712,0.20226940656662024,0.5036067238562099,1.0,0.0,1.0,0.0
train,11713,0.059708346096018494,0.20089248057078718,1.0,0.0,0.0,0.0
train,11714,0.05584897172148659,0.5759283579633161,1.0,0.0,1.0,0.0
train,11715,0.12054850527072256,0.4318743412064135,1.0,0.0,0.0,0.0
train,11716,-0.2295646302996766,0.4435434726755825,1.0,0.0,0.0,0.0
train,11717,0.43868772776754916,0.3761467041994477,1.0,0.0,0.0,0.0
train,11718,0.25516729905608715,0.018393791944260995,1.0,0.0,0.0,0.0
train,11719,0.38510655326946014,0.5398847272276668,1.0,0.0,1.0,0.0
train,11720,0.47996143328572516,0.3037584947158085,1.0,0.0,0.0,0.0
train,11721,0.28913589687097396,0.4856392657148162,1.0,0.0,1.0,0.0
train,11722,0.2923288154340139,0.39840197895360946,1.0,0.0,0.0,0.0
train,11723,-0.03234412647090079,0.3456578481546957,1.0,0.0,1.0,0.0
train,11724,0.15150182071985258,0.3366985538422483,1.0,0.0,0.0,0.0
train,11725,0.5985906061117963,0.404241613059671,1.0,0.0,0.0,0.0
train,11726,0.6857331111731788,0.3566072838978687,1.0,1.0,1.0,1.0
train,11727,0.07412431299184125,0.2492229949278949,1.0,0.0,0.0,0.0
train,11728,0.08677004269063066,-0.006121366842602227,1.0,0.0,0.0,0.0
train,11729,0.19209265625509425,0.48208034037779524,1.0,0.0,1.0,0.0
train,11730,0.4273478736267522,0.6322447065608595,1.0,0.0,1.0,0.0
train,11731,0.1905068286583363,0.2938611222801425,1.0,0.0,0.0,0.0
train,11732,0.23815286519178755,0.38159839320604333,1.0,0.0,1.0,0.0
train,11733,0.2646113667995772,0.0866293161179161,1.0,1.0,0.0,0.0
train,11734,0.34308748080182844,-0.14315881400060715,1.0,1.0,0.0,0.0
train,11735,0.2850046429270558,0.24302711651588135,1.0,0.0,0.0,0.0
train,11736,0.23923136746560902,0.17155743522131822,1.0,0.0,0.0,0.0
train,11737,-0.13112523102235674,0.19584893580462304,1.0,0.0,0.0,0.0
train,11738,0.2900448854671441,0.3778341981596324,1.0,0.0,0.0,0.0
train,11739,-0.04202830973117244,0.1424084380470555,1.0,0.0,0.0,0.0
train,11740,0.38232713051112477,0.19831413333630293,1.0,0.0,1.0,0.0
train,11741,0.11805007698338349,0.18033776927406633,1.0,0.0,0.0,0.0
train,11742,0.21952401839735325,0.22979184347860787,1.0,0.0,0.0,0.0
train,11743,0.24814983576464328,0.4368684982126338,1.0,0.0,0.0,0.0
train,11744,0.4239470839581846,0.1812072636862076,1.0,1.0,1.0,1.0
train,11745,0.16936175478910476,0.025927833381221677,1.0,0.0,1.0,0.0
train,11746,0.2328257733812632,0.07349615403988183,1.0,0.0,0.0,0.0
train,11747,0.005132618106350406,0.3440564426475089,1.0,0.0,0.0,0.0
train,11748,0.2823951401810231,0.5314986139047488,1.0,0.0,1.0,0.0
train,11749,0.3696358111701854,0.3652100425452545,1.0,0.0,0.0,0.0
train,11750,0.6100372900885355,0.3661343513881915,1.0,1.0,1.0,1.0
train,11751,0.4612093961191813,0.25617446671589755,1.0,0.0,0.0,0.0
train,11752,0.18967179260406267,0.18554712310661328,1.0,0.0,0.0,0.0
train,11753,0.023439342008573005,0.32160610984017163,1.0,0.0,0.0,0.0
train,11754,0.14061333979777463,0.21901456294320354,1.0,0.0,0.0,0.0
train,11755,0.07270960813892832,0.30081342351205825,1.0,0.0,0.0,0.0
train,11756,0.3894196596502237,0.37910586196484297,1.0,0.0,0.0,0.0
train,11757,0.3967093639216588,0.1039196106021961,1.0,1.0,1.0,1.0
train,11758,0.28242265060793587,0.18844787160730744,1.0,0.0,0.0,0.0
train,11759,0.665444754720716,0.44299278346995385,1.0,1.0,1.0,1.0
train,11760,0.2009343436019638,0.07694134923067053,1.0,0.0,0.0,0.0
train,11761,0.29100628804216006,0.24009766553922568,1.0,0.0,0.0,0.0
train,11762,0.3289090385625461,0.20882909991894005,1.0,0.0,0.0,0.0
train,11763,0.4241843809286321,0.1166778363876545,1.0,0.0,1.0,0.0
train,11764,0.5102710713116823,0.17543348525449481,1.0,1.0,1.0,1.0
train,11765,0.5101790195278091,0.2634877357278964,1.0,1.0,1.0,1.0
train,11766,0.2052965205688968,0.34870700372332997,1.0,0.0,0.0,0.0
train,11767,0.27635989985413306,-0.048782936638911756,1.0,1.0,1.0,1.0
train,11768,-0.021612251994151788,0.15344960470224123,1.0,0.0,0.0,0.0
train,11769,0.5146911211891212,0.24666984791652447,1.0,1.0,0.0,0.0
train,11770,0.1181792711959222,0.1029375418523362,1.0,0.0,0.0,0.0
train,11771,0.3948949820572688,0.409153635033462,1.0,0.0,0.0,0.0
train,11772,0.05181189103396702,0.40091471608627643,1.0,0.0,0.0,0.0
train,11773,0.35007322147167297,0.481554631674695,1.0,0.0,1.0,0.0
train,11774,0.17013813260248317,0.08045308592037587,1.0,0.0,0.0,0.0
train,11775,0.10457413699210966,0.08637240409457039,1.0,0.0,0.0,0.0
train,11776,0.3343232721947012,0.06642318187913693,1.0,1.0,0.0,0.0
train,11777,0.5863625974354416,0.3569633000434861,1.0,1.0,1.0,1.0
train,11778,0.42534988988825984,0.5295872264149192,1.0,0.0,0.0,0.0
train,11779,0.4073834483871853,0.40092181163164686,1.0,0.0,0.0,0.0
train,11780,0.39621581330280853,0.42757312681332726,1.0,0.0,0.0,0.0
train,11781,0.42274840871546515,0.4240723239281592,1.0,0.0,1.0,0.0
train,11782,0.5987455699744131,0.12588716866529492,1.0,1.0,1.0,1.0
train,11783,0.401083018589549,0.3859916906407219,1.0,0.0,0.0,0.0
train,11784,0.19867082582691675,0.5053200900180639,1.0,0.0,0.0,0.0
train,11785,0.20040787933778087,0.39338795556517103,1.0,0.0,0.0,0.0
train,11786,0.23314178746714687,0.15387078685869376,1.0,0.0,0.0,0.0
train,11787,0.08166340310000297,0.28420498821308526,1.0,0.0,0.0,0.0
train,11788,0.2878449123875797,0.018481990552292216,1.0,1.0,1.0,1.0
train,11789,0.34258244213921846,0.6751756295180047,1.0,0.0,1.0,0.0
train,11790,-0.0007787009767342146,0.24425667906668155,1.0,0.0,0.0,0.0
train,11791,0.17762485751995338,0.18084491982193213,1.0,0.0,0.0,0.0
train,11792,0.5202877692062754,0.2176320668883132,1.0,1.0,1.0,1.0
train,11793,0.1995729193848908,0.21864659742720546,1.0,0.0,0.0,0.0
train,11794,0.298479210450917,0.3877193360812341,1.0,0.0,0.0,0.0
train,11795,0.5058103881609063,0.5009274686822676,1.0,0.0,1.0,0.0
train,11796,0.36396451664138824,0.22939622542985041,1.0,0.0,0.0,0.0
train,11797,0.533633561289512,0.5192848473340255,1.0,0.0,0.0,0.0
train,11798,0.3113828669358509,0.30958531564757646,1.0,0.0,0.0,0.0
train,11799,0.18476351594816026,0.0742927491586278,1.0,0.0,0.0,0.0
train,11800,0.3242470365252648,0.3146158028507408,1.0,0.0,0.0,0.0
train,11801,0.2509030923218463,0.4581073401931982,1.0,0.0,1.0,0.0
train,11802,0.27652254559604206,0.5918015705175662,1.0,0.0,1.0,0.0
train,11803,0.4898768012032009,0.40723394713946287,1.0,0.0,0.0,0.0
train,11804,0.48101489216939963,0.2775444282314348,1.0,0.0,1.0,0.0
train,11805,0.269845628861582,0.2171847730245855,1.0,0.0,0.0,0.0
train,11806,0.14753267174161463,0.24178607193150947,1.0,0.0,0.0,0.0
train,11807,0.48505791404664733,0.4959419436213551,1.0,0.0,0.0,0.0
train,11808,0.508808385383613,0.5215131481936344,1.0,0.0,1.0,0.0
train,11809,0.15728647777999377,0.32765184902822136,1.0,0.0,0.0,0.0
train,11810,0.1188516593684191,-0.03373715401706057,1.0,0.0,1.0,0.0
train,11811,0.41743044224403203,0.30685480303501256,1.0,0.0,0.0,0.0
train,11812,0.2095387346333084,0.2932715046674935,1.0,0.0,0.0,0.0
train,11813,-0.12471670396713924,0.28320709663247023,1.0,0.0,0.0,0.0
train,11814,0.3428193373504477,0.5166732965959925,1.0,0.0,1.0,0.0
train,11815,0.49032583796397267,0.14926407216140436,1.0,1.0,1.0,1.0
train,11816,0.4263476947272351,0.5917535062280876,1.0,0.0,1.0,0.0
train,11817,0.4972145159852222,0.1361480798985858,1.0,1.0,1.0,1.0
train,11818,0.4560250268629711,0.39576878201571886,1.0,0.0,0.0,0.0
train,11819,0.47100966008752193,0.35300204675047714,1.0,0.0,1.0,0.0
train,11820,0.26634130364541064,0.3746517043599551,1.0,0.0,0.0,0.0
train,11821,0.462530484193851,0.3830592118690087,1.0,0.0,1.0,0.0
train,11822,0.5675132033309356,0.3777376143225547,1.0,1.0,1.0,1.0
train,11823,-0.036244051771419095,0.21373312667591568,1.0,0.0,0.0,0.0
train,11824,0.3641661790079914,0.35896315072564294,1.0,0.0,0.0,0.0
train,11825,0.2568656735524208,0.28576287447603127,1.0,0.0,0.0,0.0
train,11826,0.2055082051101686,0.3881014504144149,1.0,0.0,0.0,0.0
train,11827,0.02910124751417259,0.056433755152625664,1.0,0.0,0.0,0.0
train,11828,0.4282173285800688,0.5071148047125,1.0,0.0,1.0,0.0
train,11829,0.3386244208590148,0.4823811957508388,1.0,0.0,1.0,0.0
train,11830,0.10265648123572665,0.2543006223958161,1.0,0.0,0.0,0.0
train,11831,-0.021612220174025698,0.34140607352751884,1.0,0.0,0.0,0.0
train,11832,0.49970979760334416,0.190080108263609,1.0,0.0,1.0,0.0
train,11833,0.22579054482345148,0.06237521720258851,1.0,1.0,0.0,0.0
train,11834,0.4862849658608893,0.5236360843188327,1.0,0.0,1.0,0.0
train,11835,0.39696019063247384,0.2772673422455831,1.0,0.0,0.0,0.0
train,11836,0.12455168664392446,-0.0014669287643850337,1.0,0.0,0.0,0.0
train,11837,0.2656080951619867,0.22324609116104321,1.0,0.0,0.0,0.0
train,11838,0.37356321915325597,0.2800258398141405,1.0,0.0,0.0,0.0
train,11839,0.2833392240204246,0.6227691934252446,1.0,0.0,1.0,0.0
